3450000;3,98;6,47;
3475000;4,6;6,19;
3500000;6,53;7,32;
3525000;3,67;7,9;
3550000;15,99;15,49;
3575000;13,77;10,3;
3600000;6,87;13,8;
3625000;4,37;18,83;
3650000;5,3;9,19;
3675000;7,71;9,84;
3700000;3,7;6,97;
3725000;4,33;8,59;
3750000;6,51;8,3;
3775000;12,48;41,84;
3800000;5,57;11,51;
3825000;2,68;6,91;
3850000;8,65;7,49;
3875000;3,30;14,22;
3900000;3,92;8,98;
3925000;3,88;8,48;
3950000;4,26;7,47;
3975000;3,79;9,58;
4000000;5,24;9,54;
4025000;6,55;6,79;
4050000;4,59;8,94;
4075000;3,99;7,10;
4100000;3,31;7,23;
4125000;5,37;12,4;
4150000;3,64;8,81;
4175000;5,69;9,92;
4200000;9,49;20,13;
4225000;8,84;17,17;
4250000;3,32;9,21;
4275000;4,21;10,11;
4300000;4,59;7,67;
4325000;4,44;17,86;
4350000;4,10;7,63;
4375000;3,47;8,75;
4400000;4,7;6,75;
4425000;4,8;7,50;
4450000;2,98;6,81;
4475000;8,18;14,86;
4500000;3,59;7,98;
4525000;7,28;12,90;
4550000;4,34;60,80;
4575000;9,48;17,2;
4600000;4,83;9,84;
4625000;4,59;8,63;
4650000;7,77;10,98;
4675000;8,92;10,13;
4700000;7,8;9,45;
4725000;13,61;20,14;
4750000;10,89;8,91;
4775000;8,90;10,23;
4800000;3,47;8,33;
4825000;12,50;9,62;
4850000;6,12;11,87;
4875000;4,65;12,6;
4900000;4,93;8,35;
4925000;7,25;13,0;
4950000;5,13;10,3;
4975000;5,31;21,12;
5000000;7,65;13,94;
5025000;26,86;18,10;
5050000;4,19;7,67;
5075000;5,21;17,88;
5100000;5,76;26,80;
5125000;34,16;32,93;
5150000;6,48;12,9;
5175000;6,75;11,41;
5200000;9,48;17,97;
5225000;7,35;9,18;
5250000;5,69;11,4;
5275000;4,97;9,61;
5300000;11,4;33,94;
5325000;9,55;17,84;
5350000;10,11;19,12;
5375000;5,48;11,62;
5400000;5,56;20,50;
5425000;9,5;23,26;
5450000;6,15;10,53;
5475000;5,19;12,82;
5500000;10,9;36,21;
5525000;12,27;10,45;
5550000;6,29;12,22;
5575000;20,48;30,55;
5600000;11,23;24,23;
5625000;7,75;57,88;
5650000;7,87;11,19;
5675000;5,18;9,88;
5700000;6,61;16,11;
5725000;5,59;10,85;
5750000;5,73;12,67;
5775000;14,67;15,62;
5800000;5,63;13,25;
5825000;5,3;10,69;
5850000;3,99;10,54;
5875000;6,40;10,52;
5900000;4,78;9,4;
5925000;4,55;9,69;
5950000;5,13;9,26;
5975000;12,18;19,28;
6000000;7,14;10,89;
6025000;7,12;14,51;
6050000;11,53;11,83;
6075000;7,6;15,96;
6100000;10,58;32,9;
6125000;32,50;27,37;
6150000;7,17;29,61;
6175000;7,16;12,71;
6200000;5,82;12,34;
6225000;11,33;34,24;
6250000;8,27;15,33;
6275000;7,72;17,68;
6300000;5,50;14,71;
6325000;17,38;31,97;
6350000;6,84;15,89;
6375000;6,37;11,91;
6400000;17,52;18,12;
6425000;6,0;12,16;
6450000;7,36;12,27;
6475000;6,97;28,49;
6500000;6,4;12,20;
6525000;7,47;17,83;
6550000;30,73;110,75;
6575000;6,63;13,78;
6600000;7,1;10,40;
6625000;10,42;13,92;
6650000;5,44;16,90;
6675000;9,63;12,21;
6700000;9,2;19,39;
6725000;5,95;12,29;
6750000;6,56;12,53;
6775000;7,55;12,52;
6800000;5,73;12,14;
6825000;10,29;21,13;
6850000;9,7;18,1;
6875000;14,85;13,3;
6900000;6,75;19,53;
6925000;7,3;14,83;
6950000;11,0;24,88;
6975000;7,0;20,8;
7000000;14,58;18,86;
