975000;0,32;0,3;
1000000;0,2;0,2;
1025000;0,3;0,2;
1050000;0,5;0,2;
1075000;0,5;0,10;
1100000;0,4;0,4;
1125000;0,2;0,8;
1150000;0,4;0,4;
1175000;0,4;0,5;
1200000;0,2;0,2;
1225000;0,2;0,1;
1250000;0,3;0,2;
1275000;0,2;0,2;
1300000;0,2;0,2;
1325000;0,2;0,2;
1350000;0,6;0,4;
1375000;0,2;0,1;
1400000;0,3;0,9;
1425000;0,4;0,2;
1450000;41,78;0,6;
1475000;0,3;0,2;
1500000;0,2;0,1;
1525000;0,1;0,1;
1550000;0,2;0,1;
1575000;0,1;0,1;
1600000;0,1;0,2;
1625000;0,1;0,1;
1650000;0,3;0,1;
1675000;0,1;0,2;
1700000;0,6;0,2;
1725000;0,68;0,1;
1750000;0,1;0,1;
1775000;0,4;0,1;
1800000;0,2;0,1;
1825000;0,1;0,1;
1850000;0,1;0,1;
1875000;0,2;0,1;
1900000;0,1;0,1;
1925000;0,2;0,2;
1950000;0,1;0,1;
1975000;0,1;0,0;
2000000;0,3;0,2;
2025000;0,1;0,1;
2050000;0,1;0,1;
2075000;0,1;0,1;
2100000;0,2;0,1;
2125000;0,1;0,1;
2150000;0,2;0,1;
2175000;0,1;0,1;
2200000;0,1;0,1;
2225000;0,2;0,1;
2250000;0,1;0,8;
2275000;0,5;0,1;
2300000;0,1;0,1;
2325000;0,1;0,0;
2350000;0,2;0,3;
2375000;0,0;0,0;
2400000;0,2;0,0;
2425000;0,1;0,0;
2450000;0,0;0,0;
2475000;0,0;0,0;
2500000;0,1;0,0;
2525000;0,1;0,0;
2550000;0,3;0,1;
2575000;0,4;0,1;
2600000;0,0;0,0;
2625000;0,1;0,0;
2650000;0,0;0,0;
2675000;0,1;0,0;
2700000;0,1;0,0;
2725000;0,1;0,0;
2750000;0,2;0,1;
2775000;0,1;0,1;
2800000;0,1;0,1;
2825000;0,1;0,1;
2850000;0,0;0,0;
2875000;0,1;0,1;
2900000;0,1;0,1;
2925000;0,1;0,0;
2950000;0,1;0,0;
2975000;0,1;0,1;
3000000;0,0;0,1;
3025000;0,1;0,1;
3050000;0,0;0,0;
3075000;0,2;0,1;
3100000;0,1;0,0;
3125000;0,2;0,0;
3150000;0,1;0,0;
3175000;0,1;0,4;
3200000;0,1;0,0;
3225000;0,1;0,0;
3250000;0,0;0,2;
3275000;0,3;0,1;
3300000;0,1;0,0;
3325000;0,1;0,0;
3350000;0,2;0,1;
3375000;0,1;0,0;
3400000;0,1;0,1;
3425000;0,0;0,0;
3450000;0,0;0,0;
3475000;0,1;0,0;
3500000;0,1;0,0;
3525000;0,3;0,2;
3550000;0,2;0,5;
3575000;0,3;0,5;
3600000;0,4;0,0;
3625000;0,1;0,1;
3650000;0,1;0,6;
3675000;3,30;0,1;
3700000;0,6;0,1;
3725000;0,3;0,0;
3750000;0,1;0,5;
3775000;0,6;0,4;
3800000;0,7;0,1;
3825000;0,2;0,1;
3850000;0,1;0,3;
3875000;0,4;0,1;
3900000;0,9;0,1;
3925000;0,1;0,1;
3950000;0,1;0,0;
3975000;0,1;0,0;
4000000;0,2;0,5;
4025000;0,1;0,0;
4050000;0,3;0,1;
4075000;0,1;0,0;
4100000;0,1;0,0;
4125000;0,1;0,0;
4150000;0,3;0,3;
4175000;0,1;0,5;
4200000;0,16;0,0;
4225000;0,1;0,0;
4250000;0,0;0,0;
4275000;0,0;0,0;
4300000;0,0;0,0;
4325000;0,0;0,0;
4350000;0,2;0,0;
4375000;0,2;0,0;
4400000;0,0;0,0;
4425000;0,0;0,0;
4450000;0,0;0,0;
4475000;0,1;0,0;
4500000;0,0;0,2;
4525000;0,3;0,1;
4550000;0,5;0,0;
4575000;0,1;0,0;
4600000;0,0;0,0;
4625000;0,0;0,0;
4650000;0,0;0,1;
4675000;0,0;0,2;
4700000;0,0;0,5;
4725000;0,1;0,2;
4750000;0,3;0,0;
4775000;0,0;0,1;
4800000;0,3;0,0;
4825000;0,0;0,4;
4850000;0,1;0,5;
4875000;0,2;0,0;
4900000;0,0;0,0;
4925000;0,2;0,2;
4950000;0,1;0,0;
4975000;0,0;0,0;
5000000;0,0;0,1;
5025000;0,1;0,0;
5050000;0,0;0,0;
5075000;0,1;0,1;
5100000;0,3;0,0;
5125000;0,1;0,1;
5150000;0,3;0,0;
5175000;0,3;0,0;
5200000;0,1;0,0;
5225000;0,1;0,0;
5250000;0,0;0,0;
5275000;0,0;0,0;
5300000;0,3;0,2;
5325000;0,1;0,0;
5350000;0,1;0,0;
5375000;0,0;0,0;
5400000;0,7;0,2;
5425000;0,1;0,0;
5450000;0,0;0,0;
5475000;0,0;0,0;
5500000;0,1;0,0;
5525000;0,0;0,0;
5550000;0,0;0,0;
5575000;0,1;0,0;
5600000;0,1;0,1;
5625000;0,6;0,1;
5650000;0,0;0,0;
5675000;0,0;0,0;
5700000;0,0;0,1;
5725000;0,0;0,0;
5750000;0,0;0,0;
5775000;0,0;0,1;
5800000;0,0;0,0;
5825000;0,2;0,0;
5850000;0,0;0,0;
5875000;0,0;0,0;
5900000;0,0;0,0;
5925000;0,0;0,0;
5950000;0,0;0,0;
5975000;0,1;0,3;
6000000;0,0;0,2;
6025000;0,0;0,0;
6050000;0,0;0,0;
6075000;0,3;0,0;
6100000;0,0;0,0;
6125000;0,0;0,1;
6150000;0,2;0,0;
